Region,Date,NewCases,Humidity_x,PopulationDensity,OutbreakRisk,Temperature,Humidity_y,Rainfall
Goa,2023-02-11,219,47,2500,0,25,47,9.4
Mangalore,2023-02-11,50,50,6800,0,26,50,6.2
Mysore,2023-02-11,239,36,7500,0,15,36,1.3
Pondicherry,2023-02-11,65,52,8000,0,27,52,0
Madurai,2023-02-11,63,58,7200,0,28,58,9.3
Mumbai,2023-02-12,244,49,20000,0,20,49,3.5
Delhi,2023-02-12,177,63,15000,0,27,63,0.9
Chennai,2023-02-12,125,60,18000,0,27,60,1.5
Kolkata,2023-02-12,345,53,17000,1,28,53,11.6
Bengaluru,2023-02-12,59,72,19000,1,23,72,1.0
Hyderabad,2023-02-12,120,41,12000,0,22,41,4.0
Ahmedabad,2023-02-12,324,31,10000,0,34,31,3.2
Pune,2023-02-12,69,59,11000,0,26,59,2.2
Jaipur,2023-02-12,107,21,8000,0,31,21,0
Lucknow,2023-02-12,145,24,9000,0,24,24,0
Nagpur,2023-02-12,52,65,7500,0,37,65,0
Indore,2023-02-12,163,53,7000,0,19,53,2.7
Bhopal,2023-02-12,262,32,6500,0,17,32,2.5
Surat,2023-02-12,245,53,9500,0,26,53,0
Vadodara,2023-02-12,207,62,7800,0,18,62,0.5
Coimbatore,2023-02-12,152,32,8500,1,31,32,14.5
Kochi,2023-02-12,172,68,9200,0,23,68,3.5
Thiruvananthapuram,2023-02-12,155,54,8800,0,21,54,6.5
Visakhapatnam,2023-02-12,144,57,8000,0,24,57,4.2
Vijayawada,2023-02-12,78,27,7600,0,29,27,8.5
Guwahati,2023-02-12,205,43,6000,0,26,43,5.7
Patna,2023-02-12,263,22,8200,0,11,22,5.4
Ranchi,2023-02-12,78,27,5500,0,23,27,9.7
Bhubaneswar,2023-02-12,55,52,7000,0,20,52,9.4
Raipur,2023-02-12,33,22,6200,0,14,22,5.0
Chandigarh,2023-02-12,79,30,9800,0,35,30,0.8
Dehradun,2023-02-12,185,44,7200,0,2,44,1.1
Shimla,2023-02-12,78,25,5000,0,10,25,5.0
Srinagar,2023-02-12,64,64,6500,0,12,64,8.0
Jammu,2023-02-12,114,46,7800,0,18,46,4.5
Goa,2023-02-12,106,59,2500,0,27,59,2.2
Mangalore,2023-02-12,200,61,6800,0,15,61,1.3
Mysore,2023-02-12,42,24,7500,0,17,24,9.9
Pondicherry,2023-02-12,127,71,8000,0,27,71,4.8
Madurai,2023-02-12,107,50,7200,0,32,50,15.5
Mumbai,2023-02-13,153,65,20000,1,19,65,9.1
Delhi,2023-02-13,138,69,15000,0,27,69,1.9
Chennai,2023-02-13,90,64,18000,0,22,64,2.8
Kolkata,2023-02-13,229,47,17000,1,19,47,12.8
Bengaluru,2023-02-13,312,59,19000,0,25,59,2.8
Hyderabad,2023-02-13,154,35,12000,1,36,35,7.0
Ahmedabad,2023-02-13,69,59,10000,0,28,59,1.2
Pune,2023-02-13,210,23,11000,1,32,23,5.5
Jaipur,2023-02-13,89,20,8000,0,12,20,0
Lucknow,2023-02-13,153,51,9000,0,25,51,3.3
Nagpur,2023-02-13,197,33,7500,0,27,33,1.7
Indore,2023-02-13,58,33,7000,0,24,33,1.1
Bhopal,2023-02-13,192,54,6500,0,10,54,3.7
Surat,2023-02-13,42,31,9500,0,33,31,1.9
Vadodara,2023-02-13,32,28,7800,0,31,28,0.9
Coimbatore,2023-02-13,250,46,8500,0,20,46,12.9
Kochi,2023-02-13,103,62,9200,0,24,62,11.2
Thiruvananthapuram,2023-02-13,125,67,8800,0,21,67,0.1
Visakhapatnam,2023-02-13,229,66,8000,0,22,66,4.2
Vijayawada,2023-02-13,129,61,7600,0,21,61,1.9
Guwahati,2023-02-13,135,47,6000,0,7,47,10.3
Patna,2023-02-13,85,46,8200,0,21,46,1.7
Ranchi,2023-02-13,121,41,5500,0,20,41,2.9
Bhubaneswar,2023-02-13,217,58,7000,0,20,58,10.7
Raipur,2023-02-13,65,42,6200,0,18,42,1.5
Chandigarh,2023-02-13,222,40,9800,0,8,40,0.9
Dehradun,2023-02-13,81,36,7200,0,2,36,1.7
Shimla,2023-02-13,192,27,5000,0,0,27,0.6
Srinagar,2023-02-13,186,74,6500,1,16,74,7.1
Jammu,2023-02-13,141,63,7800,0,20,63,0.1
Goa,2023-02-13,72,72,2500,1,16,72,8.5
Mangalore,2023-02-13,58,50,6800,0,17,50,9.1
Mysore,2023-02-13,92,38,7500,0,27,38,5.5
Pondicherry,2023-02-13,174,66,8000,0,21,66,0
Madurai,2023-02-13,293,66,7200,0,34,66,16.5
Mumbai,2023-02-14,196,53,20000,0,22,53,4.1
Delhi,2023-02-14,153,25,15000,0,20,25,1.4
Chennai,2023-02-14,321,50,18000,0,27,50,17.5
Kolkata,2023-02-14,280,55,17000,0,23,55,0
Bengaluru,2023-02-14,136,68,19000,1,15,68,13.0
Hyderabad,2023-02-14,46,22,12000,1,28,22,5.9
Ahmedabad,2023-02-14,64,57,10000,0,38,57,0
Pune,2023-02-14,246,59,11000,1,30,59,4.6
Jaipur,2023-02-14,259,20,8000,0,37,20,2.1
Lucknow,2023-02-14,167,49,9000,0,16,49,2.1
Nagpur,2023-02-14,94,61,7500,0,23,61,2.3
Indore,2023-02-14,232,35,7000,0,32,35,1.3
Bhopal,2023-02-14,137,26,6500,0,11,26,3.5
Surat,2023-02-14,128,62,9500,0,30,62,1.3
Vadodara,2023-02-14,69,36,7800,0,28,36,0
Coimbatore,2023-02-14,234,42,8500,0,18,42,0.7
Kochi,2023-02-14,303,71,9200,0,27,71,16.7
Thiruvananthapuram,2023-02-14,97,52,8800,1,30,52,13.9
Visakhapatnam,2023-02-14,121,44,8000,0,20,44,0
Vijayawada,2023-02-14,139,49,7600,0,28,49,8.8
Guwahati,2023-02-14,57,57,6000,0,14,57,3.0
Patna,2023-02-14,139,53,8200,0,10,53,3.7
Ranchi,2023-02-14,92,62,5500,0,11,62,0
Bhubaneswar,2023-02-14,264,41,7000,0,18,41,0
Raipur,2023-02-14,142,26,6200,0,29,26,0.9
Chandigarh,2023-02-14,285,20,9800,0,22,20,2.3
Dehradun,2023-02-14,101,65,7200,0,5,65,1.9
Shimla,2023-02-14,169,56,5000,0,3,56,4.3
Srinagar,2023-02-14,146,63,6500,0,0,63,0.0
Jammu,2023-02-14,98,58,7800,0,21,58,1.6
Goa,2023-02-14,189,71,2500,1,24,71,5.5
Mangalore,2023-02-14,44,52,6800,0,20,52,6.9
Mysore,2023-02-14,114,56,7500,0,19,56,1.7
Pondicherry,2023-02-14,123,67,8000,0,19,67,9.9
Madurai,2023-02-14,51,61,7200,0,21,61,8.2
Mumbai,2023-02-15,300,66,20000,1,26,66,12.0
Delhi,2023-02-15,223,36,15000,0,28,36,2.6
Chennai,2023-02-15,329,55,18000,0,28,55,0
Kolkata,2023-02-15,186,53,17000,0,20,53,19.7
Bengaluru,2023-02-15,191,57,19000,1,23,57,9.0
Hyderabad,2023-02-15,100,20,12000,0,29,20,3.6
Ahmedabad,2023-02-15,173,20,10000,0,32,20,1.0
Pune,2023-02-15,90,29,11000,0,16,29,4.7
Jaipur,2023-02-15,213,30,8000,0,33,30,2.1
Lucknow,2023-02-15,284,22,9000,0,31,22,0
Nagpur,2023-02-15,98,63,7500,0,25,63,0.8
Indore,2023-02-15,201,30,7000,0,14,30,0
Bhopal,2023-02-15,123,20,6500,0,25,20,2.5
Surat,2023-02-15,103,48,9500,0,28,48,2.3
Vadodara,2023-02-15,234,71,7800,0,24,71,1.1
Coimbatore,2023-02-15,175,29,8500,0,19,29,0
Kochi,2023-02-15,120,77,9200,1,19,77,13.8
Thiruvananthapuram,2023-02-15,118,66,8800,0,29,66,7.3
Visakhapatnam,2023-02-15,232,68,8000,0,21,68,5.0
Vijayawada,2023-02-15,34,38,7600,0,29,38,7.4
Guwahati,2023-02-15,162,62,6000,0,14,62,6.3
Patna,2023-02-15,189,58,8200,0,25,58,0.1
Ranchi,2023-02-15,200,49,5500,0,26,49,2.1
Bhubaneswar,2023-02-15,146,47,7000,0,16,47,0.1
Raipur,2023-02-15,222,59,6200,0,29,59,0.7
Chandigarh,2023-02-15,31,40,9800,0,15,40,1.8
Dehradun,2023-02-15,68,46,7200,0,6,46,0
Shimla,2023-02-15,135,66,5000,0,0,66,3.3
Srinagar,2023-02-15,61,62,6500,0,0,62,0.6
Jammu,2023-02-15,292,62,7800,0,17,62,0
Goa,2023-02-15,207,72,2500,1,19,72,9.3
Mangalore,2023-02-15,46,56,6800,0,14,56,0
Mysore,2023-02-15,136,54,7500,0,17,54,6.6
Pondicherry,2023-02-15,111,68,8000,0,21,68,15.1
Madurai,2023-02-15,41,62,7200,0,29,62,16.9
Mumbai,2023-02-16,204,61,20000,1,20,61,7.3
Delhi,2023-02-16,83,68,15000,0,29,68,0
Chennai,2023-02-16,94,58,18000,1,30,58,14.2
Kolkata,2023-02-16,86,68,17000,1,15,68,9.3
Bengaluru,2023-02-16,139,45,19000,1,25,45,11.4
Hyderabad,2023-02-16,148,35,12000,1,37,35,1.9
Ahmedabad,2023-02-16,160,51,10000,0,22,51,3.4
Pune,2023-02-16,55,72,11000,1,20,72,2.4
Jaipur,2023-02-16,133,37,8000,0,33,37,1.5
Lucknow,2023-02-16,196,22,9000,0,21,22,0.9
Nagpur,2023-02-16,171,48,7500,0,29,48,1.6
Indore,2023-02-16,159,62,7000,0,21,62,3.7
Bhopal,2023-02-16,114,66,6500,0,12,66,0.5
Surat,2023-02-16,54,36,9500,0,19,36,1.1
Vadodara,2023-02-16,207,27,7800,0,20,27,2.1
Coimbatore,2023-02-16,166,68,8500,0,19,68,7.7
Kochi,2023-02-16,141,52,9200,0,28,52,13.1
Thiruvananthapuram,2023-02-16,142,67,8800,0,21,67,16.0
Visakhapatnam,2023-02-16,173,65,8000,0,34,65,1.8
Vijayawada,2023-02-16,56,46,7600,0,33,46,4.2
Guwahati,2023-02-16,134,45,6000,0,23,45,7.5
Patna,2023-02-16,209,27,8200,0,11,27,4.0
Ranchi,2023-02-16,171,76,5500,0,21,76,2.4
Bhubaneswar,2023-02-16,210,38,7000,0,27,38,0.4
Raipur,2023-02-16,40,47,6200,0,20,47,2.2
Chandigarh,2023-02-16,249,57,9800,0,7,57,0
Dehradun,2023-02-16,74,66,7200,0,0,66,3.2
Shimla,2023-02-16,68,63,5000,0,0,63,8.3
Srinagar,2023-02-16,67,24,6500,0,0,24,9.5
Jammu,2023-02-16,252,34,7800,0,7,34,1.7
Goa,2023-02-16,203,64,2500,0,28,64,0
Mangalore,2023-02-16,161,54,6800,0,23,54,3.7
Mysore,2023-02-16,141,46,7500,0,25,46,1.5
Pondicherry,2023-02-16,100,69,8000,0,23,69,9.2
Madurai,2023-02-16,90,40,7200,1,32,40,8.4
Mumbai,2023-02-17,138,61,20000,1,30,61,1.4
Delhi,2023-02-17,238,38,15000,1,37,38,0.2
Chennai,2023-02-17,392,75,18000,1,30,75,0.2
Kolkata,2023-02-17,106,55,17000,0,20,55,16.2
Bengaluru,2023-02-17,235,38,19000,1,24,38,7.5
Hyderabad,2023-02-17,63,42,12000,0,28,42,0
Ahmedabad,2023-02-17,90,51,10000,0,37,51,0
Pune,2023-02-17,77,31,11000,0,22,31,2.4
Jaipur,2023-02-17,108,27,8000,0,12,27,2.7
Lucknow,2023-02-17,118,30,9000,0,39,30,3.5
Nagpur,2023-02-17,86,57,7500,0,15,57,0.7
Indore,2023-02-17,56,35,7000,0,21,35,0
Bhopal,2023-02-17,70,43,6500,0,16,43,0.8
Surat,2023-02-17,163,68,9500,0,26,68,2.2
Vadodara,2023-02-17,69,63,7800,0,27,63,3.9
Coimbatore,2023-02-17,38,52,8500,0,23,52,1.6
Kochi,2023-02-17,170,48,9200,0,21,48,2.9
Thiruvananthapuram,2023-02-17,79,55,8800,0,19,55,2.5
Visakhapatnam,2023-02-17,135,40,8000,0,28,40,5.8
Vijayawada,2023-02-17,67,68,7600,0,33,68,3.3
Guwahati,2023-02-17,152,73,6000,0,20,73,2.7
Patna,2023-02-17,81,49,8200,0,20,49,5.2
Ranchi,2023-02-17,249,22,5500,1,33,22,5.4
Bhubaneswar,2023-02-17,85,43,7000,0,21,43,8.4
Raipur,2023-02-17,269,22,6200,0,35,22,0.3
Chandigarh,2023-02-17,99,28,9800,0,12,28,1.1
Dehradun,2023-02-17,83,33,7200,0,8,33,3.6
Shimla,2023-02-17,83,43,5000,0,0,43,1.3
Srinagar,2023-02-17,187,74,6500,0,0,74,3.6
Jammu,2023-02-17,163,35,7800,0,2,35,3.5
Goa,2023-02-17,91,65,2500,0,13,65,11.0
Mangalore,2023-02-17,302,72,6800,1,27,72,14.5
Mysore,2023-02-17,232,56,7500,0,23,56,0.2
Pondicherry,2023-02-17,252,49,8000,0,25,49,15.0
Madurai,2023-02-17,155,65,7200,0,24,65,10.6
Mumbai,2023-02-18,90,61,20000,1,30,61,7.4
Delhi,2023-02-18,158,29,15000,0,17,29,0
Chennai,2023-02-18,284,52,18000,1,26,52,13.8
Kolkata,2023-02-18,136,48,17000,0,28,48,21.2
Bengaluru,2023-02-18,270,53,19000,0,19,53,0.5
Hyderabad,2023-02-18,74,28,12000,0,21,28,4.4
Ahmedabad,2023-02-18,180,64,10000,0,23,64,0
Pune,2023-02-18,114,41,11000,1,31,41,5.7
Jaipur,2023-02-18,209,25,8000,0,18,25,0.1
Lucknow,2023-02-18,41,56,9000,0,26,56,1.5
Nagpur,2023-02-18,205,38,7500,0,18,38,0
Indore,2023-02-18,71,26,7000,0,19,26,1.2
Bhopal,2023-02-18,122,51,6500,0,36,51,0
Surat,2023-02-18,308,49,9500,0,32,49,3.0
Vadodara,2023-02-18,99,53,7800,0,22,53,0.7
Coimbatore,2023-02-18,93,39,8500,0,28,39,4.5
Kochi,2023-02-18,159,66,9200,0,25,66,13.4
Thiruvananthapuram,2023-02-18,337,77,8800,1,21,77,10.4
Visakhapatnam,2023-02-18,139,70,8000,1,31,70,8.7
Vijayawada,2023-02-18,229,26,7600,0,36,26,4.7
Guwahati,2023-02-18,159,66,6000,0,29,66,0.8
Patna,2023-02-18,50,32,8200,0,20,32,0.7
Ranchi,2023-02-18,68,42,5500,1,31,42,5.5
Bhubaneswar,2023-02-18,153,57,7000,0,17,57,10.2
Raipur,2023-02-18,144,23,6200,0,18,23,0.2
Chandigarh,2023-02-18,74,32,9800,0,13,32,4.1
Dehradun,2023-02-18,200,32,7200,0,12,32,0.6
Shimla,2023-02-18,148,59,5000,0,4,59,6.8
Srinagar,2023-02-18,229,61,6500,0,13,61,0
Jammu,2023-02-18,273,34,7800,0,4,34,2.0
Goa,2023-02-18,241,66,2500,1,30,66,13.6
Mangalore,2023-02-18,81,57,6800,0,25,57,10.6
Mysore,2023-02-18,104,28,7500,0,26,28,3.2
Pondicherry,2023-02-18,163,76,8000,1,23,76,7.8
Madurai,2023-02-18,41,33,7200,0,21,33,10.6
Mumbai,2023-02-19,157,65,20000,0,29,65,3.4
Delhi,2023-02-19,38,27,15000,0,26,27,3.2
Chennai,2023-02-19,291,60,18000,1,23,60,14.6
Kolkata,2023-02-19,347,51,17000,1,30,51,21.7
Bengaluru,2023-02-19,203,71,19000,1,23,71,0
Hyderabad,2023-02-19,38,45,12000,1,22,45,5.7
Ahmedabad,2023-02-19,152,34,10000,0,20,34,2.4
Pune,2023-02-19,165,35,11000,1,19,35,5.5
Jaipur,2023-02-19,103,65,8000,0,33,65,0
Lucknow,2023-02-19,74,41,9000,0,15,41,2.5
Nagpur,2023-02-19,48,21,7500,0,36,21,1.6
Indore,2023-02-19,283,20,7000,0,29,20,1.4
Bhopal,2023-02-19,85,36,6500,0,33,36,0.6
Surat,2023-02-19,88,50,9500,0,22,50,0.1
Vadodara,2023-02-19,126,20,7800,0,20,20,4.2
Coimbatore,2023-02-19,40,54,8500,0,23,54,6.7
Kochi,2023-02-19,49,69,9200,0,21,69,4.8
Thiruvananthapuram,2023-02-19,239,71,8800,1,21,71,8.7
Visakhapatnam,2023-02-19,27,54,8000,0,23,54,0
Vijayawada,2023-02-19,221,52,7600,1,34,52,8.3
Guwahati,2023-02-19,197,74,6000,1,28,74,8.0
Patna,2023-02-19,88,77,8200,0,10,77,2.7
Ranchi,2023-02-19,62,47,5500,0,11,47,0
Bhubaneswar,2023-02-19,36,45,7000,0,23,45,7.9
Raipur,2023-02-19,166,48,6200,0,21,48,0
Chandigarh,2023-02-19,159,63,9800,0,22,63,2.3
Dehradun,2023-02-19,238,76,7200,0,17,76,1.9
Shimla,2023-02-19,82,51,5000,0,14,51,8.0
Srinagar,2023-02-19,124,23,6500,0,0,23,9.8
Jammu,2023-02-19,182,71,7800,1,30,71,3.8
Goa,2023-02-19,42,65,2500,0,27,65,5.0
Mangalore,2023-02-19,143,48,6800,0,18,48,0.6
Mysore,2023-02-19,206,45,7500,0,22,45,3.4
Pondicherry,2023-02-19,48,45,8000,0,26,45,11.9
Madurai,2023-02-19,67,48,7200,0,27,48,5.5
Mumbai,2023-02-20,53,50,20000,1,29,50,8.5
Delhi,2023-02-20,46,35,15000,0,23,35,0.1
Chennai,2023-02-20,335,48,18000,1,36,48,10.5
Kolkata,2023-02-20,95,72,17000,1,23,72,8.2
Bengaluru,2023-02-20,110,75,19000,1,22,75,10.8
Hyderabad,2023-02-20,249,24,12000,1,39,24,1.6
Ahmedabad,2023-02-20,76,66,10000,0,28,66,0
Pune,2023-02-20,128,43,11000,0,26,43,0.6
Jaipur,2023-02-20,97,41,8000,0,11,41,2.1
Lucknow,2023-02-20,148,76,9000,0,11,76,0
Nagpur,2023-02-20,198,33,7500,0,13,33,0
Indore,2023-02-20,107,68,7000,0,31,68,0.6
Bhopal,2023-02-20,138,40,6500,0,21,40,0.2
Surat,2023-02-20,65,29,9500,0,18,29,0.8
Vadodara,2023-02-20,233,70,7800,0,27,70,3.3
Coimbatore,2023-02-20,113,27,8500,0,18,27,3.1
Kochi,2023-02-20,161,57,9200,0,19,57,18.1
Thiruvananthapuram,2023-02-20,96,63,8800,0,24,63,0.4
Visakhapatnam,2023-02-20,106,64,8000,0,28,64,9.4
Vijayawada,2023-02-20,148,57,7600,0,24,57,5.6
Guwahati,2023-02-20,127,65,6000,0,21,65,0
Patna,2023-02-20,63,52,8200,0,32,52,0.2
Ranchi,2023-02-20,231,71,5500,0,21,71,2.3
Bhubaneswar,2023-02-20,220,52,7000,0,32,52,0
Raipur,2023-02-20,62,20,6200,0,20,20,4.4
Chandigarh,2023-02-20,38,59,9800,0,20,59,0.6
Dehradun,2023-02-20,149,31,7200,0,1,31,0
Shimla,2023-02-20,48,23,5000,0,12,23,0.1
Srinagar,2023-02-20,127,48,6500,0,0,48,0.2
Jammu,2023-02-20,197,71,7800,0,9,71,2.8
Goa,2023-02-20,43,67,2500,0,24,67,0
Mangalore,2023-02-20,36,60,6800,0,15,60,0
Mysore,2023-02-20,85,35,7500,0,19,35,11.0
Pondicherry,2023-02-20,58,55,8000,0,19,55,5.3
Madurai,2023-02-20,119,36,7200,0,27,36,2.9
Mumbai,2023-02-21,125,67,20000,1,20,67,9.8
Delhi,2023-02-21,194,58,15000,1,35,58,0.9
Chennai,2023-02-21,197,57,18000,0,22,57,17.6
Kolkata,2023-02-21,289,67,17000,1,30,67,12.3
Bengaluru,2023-02-21,271,49,19000,0,19,49,0.4
Hyderabad,2023-02-21,164,71,12000,1,24,71,0
Ahmedabad,2023-02-21,68,22,10000,0,34,22,2.5
Pune,2023-02-21,210,61,11000,0,17,61,0.9
Jaipur,2023-02-21,183,55,8000,0,25,55,0
Lucknow,2023-02-21,156,35,9000,0,27,35,0
Nagpur,2023-02-21,103,52,7500,0,15,52,0.9
Indore,2023-02-21,225,27,7000,0,24,27,0
Bhopal,2023-02-21,96,20,6500,0,34,20,0.2
Surat,2023-02-21,48,62,9500,0,29,62,0.8
Vadodara,2023-02-21,80,44,7800,0,24,44,0
Coimbatore,2023-02-21,117,60,8500,0,17,60,8.9
Kochi,2023-02-21,188,59,9200,0,21,59,13.3
Thiruvananthapuram,2023-02-21,97,65,8800,0,27,65,14.9
Visakhapatnam,2023-02-21,81,59,8000,0,23,59,0.8
Vijayawada,2023-02-21,103,72,7600,1,33,72,6.6
Guwahati,2023-02-21,103,62,6000,0,15,62,2.2
Patna,2023-02-21,64,36,8200,0,24,36,3.1
Ranchi,2023-02-21,287,75,5500,1,32,75,4.6
Bhubaneswar,2023-02-21,169,37,7000,0,28,37,8.5
Raipur,2023-02-21,96,31,6200,0,17,31,0.4
Chandigarh,2023-02-21,69,36,9800,0,26,36,1.4
Dehradun,2023-02-21,98,25,7200,0,0,25,0.0
Shimla,2023-02-21,239,41,5000,0,0,41,0
Srinagar,2023-02-21,98,39,6500,0,0,39,5.2
Jammu,2023-02-21,100,68,7800,0,20,68,2.5
Goa,2023-02-21,126,67,2500,0,19,67,8.2
Mangalore,2023-02-21,222,49,6800,0,25,49,5.5
Mysore,2023-02-21,110,30,7500,0,25,30,3.3
Pondicherry,2023-02-21,51,66,8000,0,19,66,14.8
Madurai,2023-02-21,42,44,7200,0,28,44,0
Mumbai,2023-02-22,145,45,20000,1,28,45,12.5
Delhi,2023-02-22,104,42,15000,0,21,42,2.9
Chennai,2023-02-22,137,53,18000,0,21,53,2.9
Kolkata,2023-02-22,104,60,17000,1,30,60,0
Bengaluru,2023-02-22,52,31,19000,0,25,31,2.4
Hyderabad,2023-02-22,147,57,12000,0,25,57,1.8
Ahmedabad,2023-02-22,177,58,10000,0,33,58,1.1
Pune,2023-02-22,215,20,11000,1,28,20,6.0
Jaipur,2023-02-22,92,52,8000,0,38,52,0.3
Lucknow,2023-02-22,246,20,9000,0,30,20,0.8
Nagpur,2023-02-22,95,42,7500,0,21,42,1.3
Indore,2023-02-22,276,61,7000,0,34,61,4.5
Bhopal,2023-02-22,65,70,6500,0,15,70,0
Surat,2023-02-22,54,25,9500,0,28,25,1.5
Vadodara,2023-02-22,174,36,7800,0,16,36,0.3
Coimbatore,2023-02-22,116,25,8500,0,17,25,11.1
Kochi,2023-02-22,57,54,9200,0,27,54,2.2
Thiruvananthapuram,2023-02-22,112,47,8800,0,26,47,5.7
Visakhapatnam,2023-02-22,89,49,8000,0,26,49,0.1
Vijayawada,2023-02-22,249,33,7600,0,28,33,0.4
Guwahati,2023-02-22,228,46,6000,0,18,46,0.8
Patna,2023-02-22,293,66,8200,0,32,66,0.8
Ranchi,2023-02-22,82,54,5500,0,25,54,3.3
Bhubaneswar,2023-02-22,149,40,7000,0,23,40,0
Raipur,2023-02-22,89,61,6200,0,25,61,2.6
Chandigarh,2023-02-22,152,45,9800,0,12,45,0.4
Dehradun,2023-02-22,138,54,7200,0,11,54,1.1
Shimla,2023-02-22,237,36,5000,0,17,36,2.1
Srinagar,2023-02-22,43,63,6500,0,18,63,11.9
Jammu,2023-02-22,296,38,7800,0,31,38,1.5
Goa,2023-02-22,45,69,2500,0,25,69,4.3
Mangalore,2023-02-22,73,60,6800,0,15,60,5.4
Mysore,2023-02-22,100,60,7500,0,15,60,3.9
Pondicherry,2023-02-22,143,52,8000,0,28,52,11.6
Madurai,2023-02-22,183,62,7200,0,32,62,4.1
Mumbai,2023-02-23,88,51,20000,0,29,51,3.4
Delhi,2023-02-23,156,62,15000,1,35,62,4.1
Chennai,2023-02-23,127,49,18000,1,31,49,9.8
Kolkata,2023-02-23,246,53,17000,0,22,53,19.8
Bengaluru,2023-02-23,133,48,19000,1,27,48,8.0
Hyderabad,2023-02-23,141,23,12000,0,17,23,2.1
Ahmedabad,2023-02-23,81,54,10000,0,20,54,0
Pune,2023-02-23,57,73,11000,1,15,73,3.3
Jaipur,2023-02-23,85,42,8000,0,25,42,3.3
Lucknow,2023-02-23,245,53,9000,0,12,53,0
Nagpur,2023-02-23,237,41,7500,0,27,41,2.5
Indore,2023-02-23,28,57,7000,0,17,57,1.5
Bhopal,2023-02-23,195,36,6500,0,16,36,0
Surat,2023-02-23,126,53,9500,0,19,53,0
Vadodara,2023-02-23,71,63,7800,0,18,63,2.4
Coimbatore,2023-02-23,72,41,8500,0,23,41,6.9
Kochi,2023-02-23,229,56,9200,0,22,56,11.0
Thiruvananthapuram,2023-02-23,214,48,8800,0,23,48,10.8
Visakhapatnam,2023-02-23,40,54,8000,0,21,54,8.4
Vijayawada,2023-02-23,248,59,7600,0,20,59,1.4
Guwahati,2023-02-23,93,68,6000,0,9,68,4.1
Patna,2023-02-23,65,38,8200,0,24,38,2.7
Ranchi,2023-02-23,198,42,5500,0,15,42,0.7
Bhubaneswar,2023-02-23,259,39,7000,0,19,39,4.0
Raipur,2023-02-23,214,20,6200,0,27,20,0
Chandigarh,2023-02-23,166,51,9800,0,27,51,4.1
Dehradun,2023-02-23,57,36,7200,0,0,36,1.9
Shimla,2023-02-23,218,53,5000,0,4,53,1.3
Srinagar,2023-02-23,91,64,6500,0,8,64,7.4
Jammu,2023-02-23,105,32,7800,0,10,32,5.1
Goa,2023-02-23,268,70,2500,0,27,70,0.1
Mangalore,2023-02-23,79,56,6800,0,29,56,13.1
Mysore,2023-02-23,252,42,7500,0,16,42,7.6
Pondicherry,2023-02-23,116,67,8000,0,22,67,4.8
Madurai,2023-02-23,143,44,7200,0,23,44,2.4
Mumbai,2023-02-24,161,65,20000,1,30,65,6.4
Delhi,2023-02-24,173,34,15000,0,17,34,0.9
Chennai,2023-02-24,330,68,18000,1,22,68,11.2
Kolkata,2023-02-24,220,56,17000,0,22,56,4.1
Bengaluru,2023-02-24,93,52,19000,0,15,52,4.8
Hyderabad,2023-02-24,203,20,12000,0,18,20,0
Ahmedabad,2023-02-24,49,45,10000,0,20,45,2.4
Pune,2023-02-24,124,42,11000,1,35,42,1.7
Jaipur,2023-02-24,79,60,8000,0,21,60,1.2
Lucknow,2023-02-24,155,20,9000,0,14,20,3.9
Nagpur,2023-02-24,200,54,7500,0,17,54,1.5
Indore,2023-02-24,71,32,7000,0,19,32,0.1
Bhopal,2023-02-24,89,33,6500,0,31,33,0
Surat,2023-02-24,200,66,9500,0,15,66,0
Vadodara,2023-02-24,165,43,7800,0,15,43,2.1
Coimbatore,2023-02-24,219,34,8500,0,25,34,12.1
Kochi,2023-02-24,98,69,9200,0,21,69,0
Thiruvananthapuram,2023-02-24,188,42,8800,0,21,42,9.4
Visakhapatnam,2023-02-24,76,71,8000,1,31,71,3.2
Vijayawada,2023-02-24,171,64,7600,0,31,64,4.0
Guwahati,2023-02-24,44,67,6000,0,26,67,0
Patna,2023-02-24,205,45,8200,0,30,45,4.5
Ranchi,2023-02-24,124,51,5500,0,22,51,5.8
Bhubaneswar,2023-02-24,225,38,7000,0,30,38,4.7
Raipur,2023-02-24,43,42,6200,0,27,42,2.4
Chandigarh,2023-02-24,150,53,9800,0,10,53,2.3
Dehradun,2023-02-24,92,71,7200,0,0,71,1.4
Shimla,2023-02-24,83,56,5000,0,0,56,2.5
Srinagar,2023-02-24,235,41,6500,0,0,41,7.4
Jammu,2023-02-24,207,75,7800,1,31,75,3.9
Goa,2023-02-24,99,58,2500,0,19,58,8.9
Mangalore,2023-02-24,161,65,6800,0,17,65,7.6
Mysore,2023-02-24,74,46,7500,0,13,46,10.8
Pondicherry,2023-02-24,63,64,8000,1,31,64,5.1
Madurai,2023-02-24,241,54,7200,0,26,54,11.7
Mumbai,2023-02-25,210,58,20000,1,31,58,10.3
Delhi,2023-02-25,98,73,15000,1,33,73,0.4
Chennai,2023-02-25,281,61,18000,0,22,61,0
Kolkata,2023-02-25,355,58,17000,0,24,58,2.5
Bengaluru,2023-02-25,142,35,19000,0,15,35,0.6
Hyderabad,2023-02-25,39,69,12000,1,38,69,3.3
Ahmedabad,2023-02-25,295,68,10000,0,37,68,2.8
Pune,2023-02-25,162,68,11000,1,31,68,2.9
