Region,Date,NewCases,Humidity,PopulationDensity,OutbreakRisk
Kolkata,2023-02-26,103,61,17000,1
Bengaluru,2023-02-26,117,69,19000,0
Hyderabad,2023-02-26,222,22,12000,0
Ahmedabad,2023-02-26,92,24,10000,0
Pune,2023-02-26,142,54,11000,0
Jaipur,2023-02-26,64,45,8000,0
Lucknow,2023-02-26,78,60,9000,0
Nagpur,2023-02-26,66,37,7500,0
Indore,2023-02-26,152,20,7000,0
Bhopal,2023-02-26,326,73,6500,0
Surat,2023-02-26,111,58,9500,0
Vadodara,2023-02-26,147,65,7800,0
Coimbatore,2023-02-26,274,51,8500,0
Kochi,2023-02-26,66,57,9200,0
Thiruvananthapuram,2023-02-26,157,49,8800,0
Visakhapatnam,2023-02-26,86,73,8000,0
Vijayawada,2023-02-26,64,67,7600,1
Guwahati,2023-02-26,86,66,6000,0
Patna,2023-02-26,118,31,8200,0
Ranchi,2023-02-26,296,72,5500,1
Bhubaneswar,2023-02-26,105,68,7000,0
Raipur,2023-02-26,87,20,6200,0
Chandigarh,2023-02-26,244,52,9800,0
Dehradun,2023-02-26,161,66,7200,0
Shimla,2023-02-26,201,37,5000,0
Srinagar,2023-02-26,145,35,6500,0
Jammu,2023-02-26,211,58,7800,0
Goa,2023-02-26,171,74,2500,0
Mangalore,2023-02-26,161,52,6800,0
Mysore,2023-02-26,164,28,7500,0
Pondicherry,2023-02-26,246,71,8000,1
Madurai,2023-02-26,195,48,7200,0
Mumbai,2023-02-27,189,64,20000,1
Delhi,2023-02-27,204,56,15000,1
Chennai,2023-02-27,67,55,18000,0
Kolkata,2023-02-27,71,45,17000,0
Bengaluru,2023-02-27,187,25,19000,1
Hyderabad,2023-02-27,98,70,12000,1
Ahmedabad,2023-02-27,126,48,10000,0
Pune,2023-02-27,268,70,11000,1
Jaipur,2023-02-27,110,20,8000,0
Lucknow,2023-02-27,128,26,9000,0
Nagpur,2023-02-27,154,22,7500,0
Indore,2023-02-27,161,54,7000,0
Bhopal,2023-02-27,96,40,6500,0
Surat,2023-02-27,57,33,9500,0
Vadodara,2023-02-27,219,47,7800,0
Coimbatore,2023-02-27,149,67,8500,0
Kochi,2023-02-27,253,74,9200,1
Thiruvananthapuram,2023-02-27,67,69,8800,0
Visakhapatnam,2023-02-27,82,53,8000,0
Vijayawada,2023-02-27,115,54,7600,0
Guwahati,2023-02-27,183,53,6000,0
Patna,2023-02-27,153,40,8200,0
Ranchi,2023-02-27,175,48,5500,0
Bhubaneswar,2023-02-27,292,36,7000,0
Raipur,2023-02-27,197,22,6200,0
Chandigarh,2023-02-27,225,67,9800,0
Dehradun,2023-02-27,279,68,7200,0
Shimla,2023-02-27,182,43,5000,0
Srinagar,2023-02-27,147,34,6500,0
Jammu,2023-02-27,207,33,7800,0
Goa,2023-02-27,79,50,2500,0
Mangalore,2023-02-27,87,60,6800,0
Mysore,2023-02-27,34,41,7500,0
Pondicherry,2023-02-27,34,50,8000,0
Madurai,2023-02-27,196,40,7200,1
Mumbai,2023-02-28,261,64,20000,1
Delhi,2023-02-28,91,51,15000,1
Chennai,2023-02-28,152,68,18000,1
Kolkata,2023-02-28,206,73,17000,1
Bengaluru,2023-02-28,49,47,19000,0
Hyderabad,2023-02-28,242,55,12000,1
Ahmedabad,2023-02-28,56,47,10000,0
Pune,2023-02-28,145,29,11000,1
Jaipur,2023-02-28,194,20,8000,0
Lucknow,2023-02-28,70,22,9000,0
Nagpur,2023-02-28,80,33,7500,0
Indore,2023-02-28,194,71,7000,1
Bhopal,2023-02-28,70,20,6500,0
Surat,2023-02-28,248,35,9500,0
Vadodara,2023-02-28,42,34,7800,0
Coimbatore,2023-02-28,175,39,8500,0
Kochi,2023-02-28,68,60,9200,0
Thiruvananthapuram,2023-02-28,156,64,8800,0
Visakhapatnam,2023-02-28,265,66,8000,0
Vijayawada,2023-02-28,35,22,7600,0
Guwahati,2023-02-28,127,72,6000,0
Patna,2023-02-28,37,67,8200,0
Ranchi,2023-02-28,42,24,5500,0
Bhubaneswar,2023-02-28,126,61,7000,0
Raipur,2023-02-28,332,29,6200,0
Chandigarh,2023-02-28,49,27,9800,0
Dehradun,2023-02-28,53,71,7200,0
Shimla,2023-02-28,128,60,5000,0
Srinagar,2023-02-28,118,51,6500,0
Jammu,2023-02-28,101,43,7800,0
Goa,2023-02-28,142,50,2500,0
Mangalore,2023-02-28,247,60,6800,0
Mysore,2023-02-28,71,41,7500,0
Pondicherry,2023-02-28,57,43,8000,0
Madurai,2023-02-28,129,34,7200,0
Mumbai,2023-03-01,152,81,20000,1
Delhi,2023-03-01,203,89,15000,1
Chennai,2023-03-01,188,81,18000,1
Kolkata,2023-03-01,84,65,17000,0
Bengaluru,2023-03-01,128,71,19000,1
Hyderabad,2023-03-01,239,85,12000,1
Ahmedabad,2023-03-01,283,28,10000,0
Pune,2023-03-01,164,91,11000,1
Jaipur,2023-03-01,76,46,8000,0
Lucknow,2023-03-01,187,36,9000,0
Nagpur,2023-03-01,179,79,7500,1
Indore,2023-03-01,94,44,7000,0
Bhopal,2023-03-01,94,84,6500,1
Surat,2023-03-01,331,78,9500,1
Vadodara,2023-03-01,176,62,7800,1
Coimbatore,2023-03-01,202,62,8500,0
Kochi,2023-03-01,154,86,9200,1
Thiruvananthapuram,2023-03-01,250,81,8800,1
Visakhapatnam,2023-03-01,236,84,8000,1
Vijayawada,2023-03-01,208,41,7600,0
Guwahati,2023-03-01,83,82,6000,1
Patna,2023-03-01,255,89,8200,0
Ranchi,2023-03-01,50,48,5500,0
Bhubaneswar,2023-03-01,257,71,7000,1
Raipur,2023-03-01,154,89,6200,1
Chandigarh,2023-03-01,105,57,9800,0
Dehradun,2023-03-01,85,82,7200,0
Shimla,2023-03-01,143,68,5000,0
Srinagar,2023-03-01,148,54,6500,0
Jammu,2023-03-01,259,56,7800,0
Goa,2023-03-01,78,60,2500,1
Mangalore,2023-03-01,216,82,6800,1
Mysore,2023-03-01,152,67,7500,1
Pondicherry,2023-03-01,184,71,8000,1
Madurai,2023-03-01,271,86,7200,1
Mumbai,2023-03-02,60,79,20000,1
Delhi,2023-03-02,349,74,15000,1
Chennai,2023-03-02,358,82,18000,1
Kolkata,2023-03-02,375,71,17000,1
Bengaluru,2023-03-02,290,71,19000,1
Hyderabad,2023-03-02,65,34,12000,1
Ahmedabad,2023-03-02,88,62,10000,0
Pune,2023-03-02,155,40,11000,1
Jaipur,2023-03-02,268,25,8000,0
Lucknow,2023-03-02,310,80,9000,1
Nagpur,2023-03-02,275,72,7500,1
Indore,2023-03-02,54,62,7000,0
Bhopal,2023-03-02,140,34,6500,0
Surat,2023-03-02,160,72,9500,1
Vadodara,2023-03-02,192,50,7800,0
Coimbatore,2023-03-02,137,51,8500,0
Kochi,2023-03-02,269,63,9200,1
Thiruvananthapuram,2023-03-02,161,62,8800,1
Visakhapatnam,2023-03-02,80,63,8000,0
Vijayawada,2023-03-02,197,59,7600,1
Guwahati,2023-03-02,43,86,6000,1
Patna,2023-03-02,81,71,8200,1
Ranchi,2023-03-02,61,72,5500,1
Bhubaneswar,2023-03-02,84,88,7000,1
Raipur,2023-03-02,52,85,6200,1
Chandigarh,2023-03-02,296,34,9800,0
Dehradun,2023-03-02,152,71,7200,0
Shimla,2023-03-02,183,81,5000,0
Srinagar,2023-03-02,41,65,6500,0
Jammu,2023-03-02,109,41,7800,0
Goa,2023-03-02,128,86,2500,1
Mangalore,2023-03-02,163,78,6800,1
Mysore,2023-03-02,250,53,7500,1
Pondicherry,2023-03-02,95,76,8000,1
Madurai,2023-03-02,427,87,7200,1
Mumbai,2023-03-03,90,75,20000,1
Delhi,2023-03-03,200,41,15000,1
Chennai,2023-03-03,230,74,18000,1
Kolkata,2023-03-03,57,68,17000,0
Bengaluru,2023-03-03,142,45,19000,1
Hyderabad,2023-03-03,125,27,12000,1
Ahmedabad,2023-03-03,224,62,10000,0
Pune,2023-03-03,126,29,11000,0
Jaipur,2023-03-03,214,38,8000,0
Lucknow,2023-03-03,100,74,9000,1
Nagpur,2023-03-03,100,56,7500,1
Indore,2023-03-03,141,88,7000,0
Bhopal,2023-03-03,49,36,6500,0
Surat,2023-03-03,99,53,9500,0
Vadodara,2023-03-03,69,82,7800,1
Coimbatore,2023-03-03,54,77,8500,1
Kochi,2023-03-03,186,74,9200,1
Thiruvananthapuram,2023-03-03,157,66,8800,0
Visakhapatnam,2023-03-03,146,82,8000,1
Vijayawada,2023-03-03,175,84,7600,1
Guwahati,2023-03-03,154,86,6000,1
Patna,2023-03-03,229,47,8200,0
Ranchi,2023-03-03,75,76,5500,1
Bhubaneswar,2023-03-03,78,68,7000,0
Raipur,2023-03-03,143,50,6200,0
Chandigarh,2023-03-03,134,33,9800,0
Dehradun,2023-03-03,174,58,7200,0
Shimla,2023-03-03,252,83,5000,1
Srinagar,2023-03-03,199,73,6500,1
Jammu,2023-03-03,199,67,7800,0
Goa,2023-03-03,170,62,2500,0
Mangalore,2023-03-03,216,78,6800,1
Mysore,2023-03-03,99,55,7500,0
Pondicherry,2023-03-03,32,59,8000,0
Madurai,2023-03-03,260,87,7200,1
Mumbai,2023-03-04,149,62,20000,1
Delhi,2023-03-04,176,48,15000,1
Chennai,2023-03-04,253,70,18000,1
Kolkata,2023-03-04,232,72,17000,1
Bengaluru,2023-03-04,401,77,19000,1
Hyderabad,2023-03-04,77,30,12000,1
Ahmedabad,2023-03-04,146,83,10000,1
Pune,2023-03-04,53,43,11000,1
Jaipur,2023-03-04,229,76,8000,0
Lucknow,2023-03-04,49,34,9000,0
Nagpur,2023-03-04,126,87,7500,1
Indore,2023-03-04,85,69,7000,0
Bhopal,2023-03-04,205,51,6500,0
Surat,2023-03-04,224,42,9500,0
Vadodara,2023-03-04,95,52,7800,0
Coimbatore,2023-03-04,55,45,8500,0
Kochi,2023-03-04,339,84,9200,1
Thiruvananthapuram,2023-03-04,242,76,8800,1
Visakhapatnam,2023-03-04,183,70,8000,1
Vijayawada,2023-03-04,177,51,7600,0
Guwahati,2023-03-04,139,57,6000,0
Patna,2023-03-04,92,82,8200,1
Ranchi,2023-03-04,42,64,5500,0
Bhubaneswar,2023-03-04,299,82,7000,1
Raipur,2023-03-04,182,88,6200,0
Chandigarh,2023-03-04,43,40,9800,0
Dehradun,2023-03-04,81,45,7200,0
Shimla,2023-03-04,179,69,5000,0
Srinagar,2023-03-04,110,63,6500,0
Jammu,2023-03-04,85,62,7800,0
Goa,2023-03-04,434,80,2500,1
Mangalore,2023-03-04,174,84,6800,1
Mysore,2023-03-04,237,72,7500,1
Pondicherry,2023-03-04,356,78,8000,1
Madurai,2023-03-04,295,69,7200,0
Mumbai,2023-03-05,265,69,20000,1
Delhi,2023-03-05,219,89,15000,1
Chennai,2023-03-05,334,70,18000,1
Kolkata,2023-03-05,149,64,17000,0
Bengaluru,2023-03-05,213,58,19000,1
Hyderabad,2023-03-05,130,84,12000,1
Ahmedabad,2023-03-05,205,29,10000,0
Pune,2023-03-05,115,57,11000,1
Jaipur,2023-03-05,161,26,8000,0
Lucknow,2023-03-05,277,79,9000,1
Nagpur,2023-03-05,182,40,7500,0
Indore,2023-03-05,199,42,7000,0
Bhopal,2023-03-05,240,67,6500,0
Surat,2023-03-05,114,63,9500,0
Vadodara,2023-03-05,272,54,7800,0
Coimbatore,2023-03-05,272,41,8500,1
Kochi,2023-03-05,188,61,9200,1
Thiruvananthapuram,2023-03-05,369,73,8800,1
Visakhapatnam,2023-03-05,309,85,8000,1
Vijayawada,2023-03-05,199,85,7600,1
Guwahati,2023-03-05,345,87,6000,1
Patna,2023-03-05,243,81,8200,1
Ranchi,2023-03-05,216,59,5500,0
Bhubaneswar,2023-03-05,121,67,7000,0
Raipur,2023-03-05,130,53,6200,0
Chandigarh,2023-03-05,50,69,9800,0
Dehradun,2023-03-05,254,89,7200,0
Shimla,2023-03-05,65,73,5000,1
Srinagar,2023-03-05,222,49,6500,0
Jammu,2023-03-05,100,72,7800,0
Goa,2023-03-05,147,56,2500,0
Mangalore,2023-03-05,131,68,6800,0
Mysore,2023-03-05,142,47,7500,1
Pondicherry,2023-03-05,192,77,8000,1
Madurai,2023-03-05,100,62,7200,0
Mumbai,2023-03-06,187,80,20000,1
Delhi,2023-03-06,217,54,15000,0
Chennai,2023-03-06,457,88,18000,1
Kolkata,2023-03-06,115,85,17000,1
Bengaluru,2023-03-06,335,55,19000,1
Hyderabad,2023-03-06,141,45,12000,0
Ahmedabad,2023-03-06,161,91,10000,1
Pune,2023-03-06,361,71,11000,1
Jaipur,2023-03-06,189,58,8000,0
Lucknow,2023-03-06,166,34,9000,0
Nagpur,2023-03-06,277,76,7500,1
Indore,2023-03-06,213,43,7000,0
Bhopal,2023-03-06,278,77,6500,0
Surat,2023-03-06,313,50,9500,0
Vadodara,2023-03-06,143,81,7800,0
Coimbatore,2023-03-06,66,65,8500,0
Kochi,2023-03-06,186,73,9200,1
Thiruvananthapuram,2023-03-06,112,74,8800,1
Visakhapatnam,2023-03-06,110,71,8000,1
Vijayawada,2023-03-06,282,75,7600,1
Guwahati,2023-03-06,298,79,6000,0
Patna,2023-03-06,200,64,8200,0
Ranchi,2023-03-06,206,63,5500,0
Bhubaneswar,2023-03-06,335,73,7000,1
Raipur,2023-03-06,256,36,6200,1
Chandigarh,2023-03-06,104,68,9800,0
Dehradun,2023-03-06,55,61,7200,0
Shimla,2023-03-06,155,65,5000,0
Srinagar,2023-03-06,145,47,6500,0
Jammu,2023-03-06,204,45,7800,0
Goa,2023-03-06,269,83,2500,1
Mangalore,2023-03-06,206,86,6800,1
Mysore,2023-03-06,185,45,7500,0
Pondicherry,2023-03-06,134,58,8000,1
Madurai,2023-03-06,241,77,7200,1
Mumbai,2023-03-07,92,75,20000,1
Delhi,2023-03-07,270,86,15000,1
Chennai,2023-03-07,173,68,18000,1
Kolkata,2023-03-07,158,85,17000,1
Bengaluru,2023-03-07,114,65,19000,1
Hyderabad,2023-03-07,171,84,12000,1
Ahmedabad,2023-03-07,103,60,10000,1
Pune,2023-03-07,239,60,11000,1
Jaipur,2023-03-07,189,30,8000,0
Lucknow,2023-03-07,155,39,9000,0
Nagpur,2023-03-07,66,55,7500,0
Indore,2023-03-07,104,62,7000,0
Bhopal,2023-03-07,111,52,6500,0
Surat,2023-03-07,51,64,9500,0
Vadodara,2023-03-07,151,64,7800,0
Coimbatore,2023-03-07,107,61,8500,0
Kochi,2023-03-07,304,88,9200,1
Thiruvananthapuram,2023-03-07,315,84,8800,1
Visakhapatnam,2023-03-07,41,78,8000,1
Vijayawada,2023-03-07,305,73,7600,1
Guwahati,2023-03-07,104,59,6000,0
Patna,2023-03-07,187,65,8200,0
Ranchi,2023-03-07,280,66,5500,0
Bhubaneswar,2023-03-07,73,80,7000,1
Raipur,2023-03-07,85,53,6200,0
Chandigarh,2023-03-07,127,55,9800,0
Dehradun,2023-03-07,159,67,7200,0
Shimla,2023-03-07,272,80,5000,0
Srinagar,2023-03-07,147,48,6500,0
Jammu,2023-03-07,63,38,7800,0
Goa,2023-03-07,180,73,2500,1
Mangalore,2023-03-07,334,70,6800,0
Mysore,2023-03-07,143,40,7500,1
Pondicherry,2023-03-07,91,62,8000,1
Madurai,2023-03-07,157,50,7200,1
Mumbai,2023-03-08,212,66,20000,1
Delhi,2023-03-08,233,45,15000,0
Chennai,2023-03-08,256,89,18000,1
Kolkata,2023-03-08,204,64,17000,1
Bengaluru,2023-03-08,317,40,19000,1
Hyderabad,2023-03-08,280,36,12000,1
Ahmedabad,2023-03-08,104,60,10000,0
Pune,2023-03-08,46,38,11000,0
Jaipur,2023-03-08,44,58,8000,0
Lucknow,2023-03-08,190,63,9000,0
Nagpur,2023-03-08,108,53,7500,0
Indore,2023-03-08,225,62,7000,0
Bhopal,2023-03-08,82,68,6500,0
Surat,2023-03-08,85,75,9500,1
Vadodara,2023-03-08,120,65,7800,0
Coimbatore,2023-03-08,83,81,8500,1
Kochi,2023-03-08,143,73,9200,1
Thiruvananthapuram,2023-03-08,213,68,8800,0
Visakhapatnam,2023-03-08,219,89,8000,1
Vijayawada,2023-03-08,224,76,7600,1
Guwahati,2023-03-08,144,59,6000,0
Patna,2023-03-08,169,60,8200,0
Ranchi,2023-03-08,95,72,5500,1
Bhubaneswar,2023-03-08,251,81,7000,1
Raipur,2023-03-08,94,68,6200,1
Chandigarh,2023-03-08,145,58,9800,0
Dehradun,2023-03-08,48,38,7200,0
Shimla,2023-03-08,138,44,5000,0
Srinagar,2023-03-08,57,72,6500,0
Jammu,2023-03-08,256,83,7800,1
Goa,2023-03-08,130,75,2500,1
Mangalore,2023-03-08,57,77,6800,1
Mysore,2023-03-08,94,75,7500,1
Pondicherry,2023-03-08,237,69,8000,0
Madurai,2023-03-08,226,81,7200,0
Mumbai,2023-03-09,96,81,20000,1
Delhi,2023-03-09,271,86,15000,1
Chennai,2023-03-09,260,81,18000,1
Kolkata,2023-03-09,145,75,17000,1
Bengaluru,2023-03-09,170,90,19000,1
Hyderabad,2023-03-09,115,58,12000,1
Ahmedabad,2023-03-09,199,75,10000,1
Pune,2023-03-09,153,80,11000,1
Jaipur,2023-03-09,42,24,8000,0
Lucknow,2023-03-09,182,35,9000,1
Nagpur,2023-03-09,92,64,7500,0
Indore,2023-03-09,105,54,7000,0
Bhopal,2023-03-09,171,63,6500,0
Surat,2023-03-09,275,79,9500,1
Vadodara,2023-03-09,100,76,7800,1
Coimbatore,2023-03-09,68,45,8500,0
Kochi,2023-03-09,160,82,9200,1
Thiruvananthapuram,2023-03-09,373,70,8800,1
Visakhapatnam,2023-03-09,49,69,8000,1
Vijayawada,2023-03-09,225,68,7600,1
Guwahati,2023-03-09,209,72,6000,1
Patna,2023-03-09,312,87,8200,1
Ranchi,2023-03-09,124,44,5500,1
Bhubaneswar,2023-03-09,81,56,7000,0
Raipur,2023-03-09,32,40,6200,0
Chandigarh,2023-03-09,163,58,9800,0
Dehradun,2023-03-09,236,73,7200,0
Shimla,2023-03-09,232,57,5000,0
Srinagar,2023-03-09,262,70,6500,1
Jammu,2023-03-09,59,50,7800,0
Goa,2023-03-09,140,78,2500,0
Mangalore,2023-03-09,304,82,6800,0
Mysore,2023-03-09,249,78,7500,0
Pondicherry,2023-03-09,165,78,8000,1
Madurai,2023-03-09,173,80,7200,1
Mumbai,2023-03-10,485,88,20000,1
Delhi,2023-03-10,146,89,15000,1
Chennai,2023-03-10,318,74,18000,1
Kolkata,2023-03-10,102,78,17000,1
Bengaluru,2023-03-10,401,78,19000,1
Hyderabad,2023-03-10,225,49,12000,1
Ahmedabad,2023-03-10,125,27,10000,1
Pune,2023-03-10,216,34,11000,1
Jaipur,2023-03-10,52,75,8000,1
Lucknow,2023-03-10,274,62,9000,0
Nagpur,2023-03-10,114,63,7500,0
Indore,2023-03-10,168,48,7000,0
Bhopal,2023-03-10,44,44,6500,0
Surat,2023-03-10,131,73,9500,0
Vadodara,2023-03-10,277,43,7800,0
Coimbatore,2023-03-10,217,72,8500,1
Kochi,2023-03-10,305,88,9200,1
Thiruvananthapuram,2023-03-10,129,56,8800,0
Visakhapatnam,2023-03-10,143,83,8000,1
Vijayawada,2023-03-10,233,70,7600,0
Guwahati,2023-03-10,271,71,6000,1
Patna,2023-03-10,145,47,8200,0
Ranchi,2023-03-10,100,45,5500,1
Bhubaneswar,2023-03-10,221,90,7000,0
Raipur,2023-03-10,51,61,6200,0
Chandigarh,2023-03-10,274,71,9800,1
Dehradun,2023-03-10,209,67,7200,0
Shimla,2023-03-10,47,39,5000,0
Srinagar,2023-03-10,195,52,6500,0
Jammu,2023-03-10,131,61,7800,0
Goa,2023-03-10,329,71,2500,1
Mangalore,2023-03-10,233,81,6800,1
Mysore,2023-03-10,116,75,7500,1
Pondicherry,2023-03-10,71,77,8000,1
Madurai,2023-03-10,194,62,7200,0
Mumbai,2023-03-11,476,76,20000,1
Delhi,2023-03-11,160,87,15000,1
Chennai,2023-03-11,432,85,18000,1
Kolkata,2023-03-11,212,57,17000,1
Bengaluru,2023-03-11,321,79,19000,1
Hyderabad,2023-03-11,148,29,12000,1
Ahmedabad,2023-03-11,265,54,10000,0
Pune,2023-03-11,152,53,11000,0
Jaipur,2023-03-11,181,49,8000,0
Lucknow,2023-03-11,110,48,9000,0
Nagpur,2023-03-11,199,43,7500,1
Indore,2023-03-11,217,30,7000,0
Bhopal,2023-03-11,79,33,6500,0
Surat,2023-03-11,265,71,9500,0
Vadodara,2023-03-11,181,53,7800,0
Coimbatore,2023-03-11,180,68,8500,0
Kochi,2023-03-11,250,85,9200,0
Thiruvananthapuram,2023-03-11,77,71,8800,1
Visakhapatnam,2023-03-11,118,68,8000,1
Vijayawada,2023-03-11,147,83,7600,1
Guwahati,2023-03-11,260,82,6000,1
Patna,2023-03-11,158,40,8200,0
Ranchi,2023-03-11,170,57,5500,0
Bhubaneswar,2023-03-11,249,55,7000,0
Raipur,2023-03-11,159,34,6200,0
Chandigarh,2023-03-11,153,60,9800,0
Dehradun,2023-03-11,197,46,7200,0
Shimla,2023-03-11,159,79,5000,0
Srinagar,2023-03-11,59,67,6500,0
Jammu,2023-03-11,225,70,7800,1
Goa,2023-03-11,233,63,2500,1
Mangalore,2023-03-11,233,73,6800,1
Mysore,2023-03-11,196,77,7500,1
Pondicherry,2023-03-11,239,82,8000,1
Madurai,2023-03-11,43,68,7200,0
Mumbai,2023-03-12,278,77,20000,1
Delhi,2023-03-12,152,76,15000,1
Chennai,2023-03-12,166,63,18000,1
Kolkata,2023-03-12,214,78,17000,1
Bengaluru,2023-03-12,150,49,19000,1
Hyderabad,2023-03-12,227,90,12000,1
Ahmedabad,2023-03-12,135,50,10000,0
Pune,2023-03-12,263,35,11000,1
Jaipur,2023-03-12,298,60,8000,0
Lucknow,2023-03-12,139,46,9000,1
Nagpur,2023-03-12,165,65,7500,0
Indore,2023-03-12,95,71,7000,0
Bhopal,2023-03-12,106,53,6500,0
Surat,2023-03-12,255,72,9500,1
Vadodara,2023-03-12,228,52,7800,0
Coimbatore,2023-03-12,31,46,8500,0
Kochi,2023-03-12,242,83,9200,0
Thiruvananthapuram,2023-03-12,79,71,8800,0
Visakhapatnam,2023-03-12,253,78,8000,1
Vijayawada,2023-03-12,314,76,7600,1
Guwahati,2023-03-12,91,70,6000,1
Patna,2023-03-12,145,39,8200,0
Ranchi,2023-03-12,134,65,5500,0
Bhubaneswar,2023-03-12,184,69,7000,0
Raipur,2023-03-12,193,36,6200,0
Chandigarh,2023-03-12,63,69,9800,0
Dehradun,2023-03-12,200,38,7200,0
Shimla,2023-03-12,66,60,5000,0
Srinagar,2023-03-12,152,68,6500,0
Jammu,2023-03-12,246,54,7800,0
Goa,2023-03-12,272,74,2500,0
Mangalore,2023-03-12,104,85,6800,0
Mysore,2023-03-12,180,45,7500,0
Pondicherry,2023-03-12,95,77,8000,1
Madurai,2023-03-12,161,86,7200,1
Mumbai,2023-03-13,278,76,20000,1
Delhi,2023-03-13,84,69,15000,1
Chennai,2023-03-13,59,69,18000,1
Kolkata,2023-03-13,340,86,17000,1
Bengaluru,2023-03-13,92,87,19000,1
Hyderabad,2023-03-13,56,85,12000,1
Ahmedabad,2023-03-13,253,52,10000,0
Pune,2023-03-13,206,53,11000,0
Jaipur,2023-03-13,164,34,8000,0
Lucknow,2023-03-13,335,81,9000,1
Nagpur,2023-03-13,307,71,7500,1
Indore,2023-03-13,80,51,7000,0
Bhopal,2023-03-13,228,84,6500,1
Surat,2023-03-13,242,80,9500,1
Vadodara,2023-03-13,191,42,7800,0
Coimbatore,2023-03-13,121,46,8500,0
Kochi,2023-03-13,321,66,9200,0
Thiruvananthapuram,2023-03-13,83,63,8800,1
Visakhapatnam,2023-03-13,190,63,8000,1
Vijayawada,2023-03-13,74,88,7600,1
Guwahati,2023-03-13,65,85,6000,1
Patna,2023-03-13,101,46,8200,0
Ranchi,2023-03-13,260,78,5500,1
Bhubaneswar,2023-03-13,235,82,7000,1
Raipur,2023-03-13,106,65,6200,0
Chandigarh,2023-03-13,199,56,9800,0
Dehradun,2023-03-13,296,55,7200,1
Shimla,2023-03-13,253,36,5000,0
Srinagar,2023-03-13,114,44,6500,0
Jammu,2023-03-13,117,47,7800,0
Goa,2023-03-13,248,65,2500,0
Mangalore,2023-03-13,298,78,6800,1
Mysore,2023-03-13,337,75,7500,0
Pondicherry,2023-03-13,98,69,8000,0
Madurai,2023-03-13,123,70,7200,1
Mumbai,2023-03-14,335,77,20000,1
Delhi,2023-03-14,220,66,15000,0
Chennai,2023-03-14,467,70,18000,1
Kolkata,2023-03-14,105,67,17000,0
Bengaluru,2023-03-14,239,93,19000,1
Hyderabad,2023-03-14,171,52,12000,1
Ahmedabad,2023-03-14,138,29,10000,0
Pune,2023-03-14,176,30,11000,1
Jaipur,2023-03-14,111,34,8000,0
Lucknow,2023-03-14,205,85,9000,1
Nagpur,2023-03-14,52,48,7500,0
Indore,2023-03-14,147,42,7000,0
Bhopal,2023-03-14,190,70,6500,1
Surat,2023-03-14,248,84,9500,0
Vadodara,2023-03-14,226,88,7800,1
Coimbatore,2023-03-14,208,70,8500,1
Kochi,2023-03-14,190,77,9200,1
Thiruvananthapuram,2023-03-14,130,79,8800,1
Visakhapatnam,2023-03-14,54,66,8000,1
Vijayawada,2023-03-14,431,74,7600,1
Guwahati,2023-03-14,68,81,6000,1
Patna,2023-03-14,52,39,8200,0
Ranchi,2023-03-14,145,82,5500,1
Bhubaneswar,2023-03-14,234,80,7000,1
Raipur,2023-03-14,199,45,6200,1
Chandigarh,2023-03-14,205,74,9800,1
Dehradun,2023-03-14,197,75,7200,1
Shimla,2023-03-14,35,78,5000,1
Srinagar,2023-03-14,196,47,6500,0
Jammu,2023-03-14,189,70,7800,0
Goa,2023-03-14,176,72,2500,0
Mangalore,2023-03-14,383,74,6800,1
Mysore,2023-03-14,112,56,7500,0
Pondicherry,2023-03-14,166,66,8000,0
Madurai,2023-03-14,109,57,7200,0
Mumbai,2023-03-15,252,68,20000,1
Delhi,2023-03-15,299,81,15000,1
Chennai,2023-03-15,257,68,18000,1
Kolkata,2023-03-15,87,58,17000,1
Bengaluru,2023-03-15,208,47,19000,1
Hyderabad,2023-03-15,215,81,12000,1
Ahmedabad,2023-03-15,124,59,10000,0
Pune,2023-03-15,201,82,11000,1
Jaipur,2023-03-15,170,38,8000,0
Lucknow,2023-03-15,37,45,9000,0
Nagpur,2023-03-15,40,28,7500,0
Indore,2023-03-15,277,69,7000,0
Bhopal,2023-03-15,68,75,6500,0
Surat,2023-03-15,256,92,9500,0
Vadodara,2023-03-15,145,79,7800,0
Coimbatore,2023-03-15,202,48,8500,0
Kochi,2023-03-15,206,76,9200,1
Thiruvananthapuram,2023-03-15,186,68,8800,0
Visakhapatnam,2023-03-15,180,67,8000,1
Vijayawada,2023-03-15,120,59,7600,0
Guwahati,2023-03-15,220,81,6000,0
Patna,2023-03-15,88,77,8200,0
Ranchi,2023-03-15,153,55,5500,0
Bhubaneswar,2023-03-15,96,67,7000,0
Raipur,2023-03-15,249,84,6200,1
Chandigarh,2023-03-15,142,61,9800,0
Dehradun,2023-03-15,68,67,7200,0
Shimla,2023-03-15,168,53,5000,0
Srinagar,2023-03-15,147,60,6500,0
Jammu,2023-03-15,215,42,7800,0
Goa,2023-03-15,287,80,2500,1
Mangalore,2023-03-15,60,65,6800,0
Mysore,2023-03-15,53,44,7500,0
Pondicherry,2023-03-15,268,63,8000,0
Madurai,2023-03-15,35,66,7200,0
Mumbai,2023-03-16,212,63,20000,0
Delhi,2023-03-16,235,54,15000,1
Chennai,2023-03-16,263,83,18000,1
Kolkata,2023-03-16,54,79,17000,1
Bengaluru,2023-03-16,148,53,19000,1
Hyderabad,2023-03-16,335,78,12000,1
